[00:00:00,000 --> 00:00:03,700] 哈喽大家好 欢迎回到我们金贵的关系2.0的课堂
[00:04:17,940 --> 00:04:18,380] 所以呢
[00:04:18,380 --> 00:04:21,060] 你们说难道我的整个业务体系
[00:04:21,060 --> 00:04:23,860] 整个商业链路是有什么保密机制吗
[00:04:23,860 --> 00:04:25,040] 其实是没有的
[00:04:25,040 --> 00:04:28,380] 我所有的东西基本上都是公开给大家看的
[00:04:28,380 --> 00:04:29,560] 我们的变现课也好
[00:04:29,560 --> 00:04:31,480] 或者说金贵的关系的课程也好
[00:04:31,480 --> 00:04:34,180] 都是掏心掏肺的把我的
[00:04:34,180 --> 00:04:36,200] 所思所想分享给大家
[00:04:36,200 --> 00:04:39,080] 但是很多人呢就是拆都拆不明白
[00:04:39,080 --> 00:04:42,260] 那当他连你的这个1 2 3 4 5
[00:04:42,260 --> 00:04:45,080] 根本看都没有办法完全去看明白的时候
[00:04:45,080 --> 00:04:48,520] 他又和谈再去一比一的所谓的模仿你呢
[00:04:49,040 --> 00:04:50,380] 所以可想而知啊
[00:04:50,380 --> 00:04:53,160] 整个动作他会变形到一个什么样的程度
[00:04:53,160 --> 00:04:56,000] 那我们讲说失之好里 差之千里
[00:04:56,000 --> 00:04:57,140] 我再举个例子
[00:04:57,140 --> 00:04:58,880] 就是有很多很多的情感博主
[00:04:58,880 --> 00:05:01,780] 他们看我做了这个金贵的关系的课程之后呢
[00:05:01,780 --> 00:05:05,840] 他们也想做一门自己的体系的精品的课程
[00:05:05,840 --> 00:05:11,400] 甚至于他们都找到了跟我合作做课的做课老师啊
[00:05:11,400 --> 00:05:15,460] 结果呢 我的作客老师到了他们的公司之后
[00:05:15,460 --> 00:05:21,420] 发现每当要约作客的时候 压根就找不到这个ip本人
[00:05:21,420 --> 00:05:25,100] 到了访谈的时间 他根本就不愿意访谈
[00:05:25,100 --> 00:05:28,120] 根本就不愿意认认真真地输出内容
[00:05:28,120 --> 00:05:34,080] 他去的时候是说 哎 我就要你给我做一门跟取取的那个课一样的状态的课程
[00:05:34,080 --> 00:05:39,300] 可是呢他卻不願意經歷我的整個的非常漫長
[00:05:39,300 --> 00:05:42,460] 艱難刻苦的這樣一個訪談過程
[00:05:42,460 --> 00:05:44,340] 所以大家可以看到啊
[00:05:44,340 --> 00:05:47,460] 在抄的時候絕大部分都是在偷懶的
[00:05:47,460 --> 00:05:49,460] 抄也不願意抄到細節上
[00:05:49,460 --> 00:05:52,200] 或者說他不能夠抄到態度上
[00:05:52,200 --> 00:05:55,980] 他不願意付出很多的時間跟精力去做這件事情
[00:05:55,980 --> 00:05:59,140] 只是想拿到一個非常粗淺的結果
[00:05:59,140 --> 00:06:03,100] 那這樣的人他就算抄了你又有什麼好擔心的呢
[00:06:03,100 --> 00:06:04,480] 那我們更進一步的說
[00:06:04,480 --> 00:06:08,100] 就算有的人他真的很認認真真的把你抄了
[00:06:08,100 --> 00:06:12,260] 但是我相信他也很難做到完全一比一的複製
[00:06:12,260 --> 00:06:13,580] 因為很多時候呢
[00:06:13,580 --> 00:06:15,080] 別人在模仿你的時候
[00:06:15,080 --> 00:06:22,080] 他能夠模仿到的無非也就是你暴露在公眾面前的那些內容
[00:06:22,080 --> 00:06:24,840] 比如說你的營銷手段啊
[00:06:24,840 --> 00:06:26,400] 你的產品體系啊
[00:06:26,400 --> 00:06:27,740] 而這樣一些內容呢
[00:06:27,740 --> 00:06:32,320] 往往都是整個商業鏈條當中最浮於表面的那個部分
[00:06:32,320 --> 00:06:36,560] 其實就好像我們的商業鏈路如果說它是一個冰山
[00:06:36,560 --> 00:06:40,880] 那其實他們抄到的只是水面上的冰山一角
[00:06:40,880 --> 00:06:44,020] 還有冰山下面大量的這些工作
[00:06:44,020 --> 00:06:46,520] 其實他們都是隱藏的
[00:06:46,520 --> 00:06:48,200] 是他們看不見的
[00:06:48,200 --> 00:06:49,880] 那麼他們就非常的難以模仿
[00:06:49,880 --> 00:06:53,520] 這就是為什麼很多人他們也會一比一的去抄我的課程
[00:06:53,920 --> 00:07:00,240] 可是他們的變現量級跟我比起來是完全不可以相提並論的
[00:07:00,240 --> 00:07:04,080] 那其實就是因為他們只看到了我最表面的產品
[00:07:04,080 --> 00:07:08,540] 可是我本人的發心或者說作為一個創始人
[00:07:08,540 --> 00:07:12,860] 我的價值觀我的管理體系我的銷售思路等等
[00:07:12,860 --> 00:07:15,220] 他們其實是看不見的
[00:07:15,220 --> 00:07:17,740] 又或者說他們即使看見了
[00:07:17,740 --> 00:07:19,360] 他們想要模仿
[00:07:19,360 --> 00:07:22,200] 可是也要花非常多的時間
[00:07:22,200 --> 00:07:25,160] 才能去把整個鏈路像這樣去跑通
[00:07:25,160 --> 00:07:28,360] 那我就拿我自己的一個管理體系來舉例子
[00:07:28,360 --> 00:07:30,560] 我们公司大部分员工啊
[00:07:30,560 --> 00:07:33,740] 其实都是从学员转化过来的
[00:07:33,740 --> 00:07:36,280] 也就相当于是我的群管也好
[00:07:36,280 --> 00:07:37,860] 或者我的销售也好
[00:07:37,860 --> 00:07:39,280] 我的导师也好
[00:07:39,280 --> 00:07:42,240] 那他们都是跟我本人的价值观
[00:07:42,240 --> 00:07:44,480] 高度一致 高度同屏的人
[00:07:44,480 --> 00:07:47,020] 所以我们的发行是完全一样的
[00:07:47,020 --> 00:07:49,980] 也是往一个方向在努力的
[00:07:49,980 --> 00:07:51,060] 那么这一点
[00:07:51,060 --> 00:07:54,580] 别的公司或者是IP想要模仿
[00:07:54,580 --> 00:07:56,480] 都会变得非常非常的难
[00:07:56,480 --> 00:07:57,420] 首先啊
[00:07:57,420 --> 00:08:03,980] 有多少人他可以真的像我這樣有一個如此閉環和自洽的一個價值觀呢
[00:08:03,980 --> 00:08:11,720] 其次呢 就是有了一個自洽的價值觀之後 那麼我們還要花那麼長的時間來打造自己的影響力
[00:08:11,720 --> 00:08:17,200] 來吸引同評的人 他們是否又願意花這個時間去構造這種年度呢
[00:08:17,660 --> 00:08:24,560] 那這裡的每一步其實在實操的過程當中都是要一點一點的去做的 他非常非常的耗時間
[00:08:24,560 --> 00:08:26,940] 等到你真的1比1的複製了的時候
[00:08:26,940 --> 00:08:30,580] 可能我呢又已經早就迭代了好幾個版本了
[00:08:30,580 --> 00:08:32,860] 也就相當於是你剛剛複製完了1.0
[00:08:32,860 --> 00:08:35,040] 我已經迭代到了4.0了
[00:08:35,040 --> 00:08:38,120] 想要抄襲和模仿來追上我
[00:08:38,120 --> 00:08:40,940] 我覺得其實還是一件蠻難的事情
[00:08:42,310 --> 00:08:43,530] 這個呢就是我們說
[00:08:43,530 --> 00:08:45,490] 我覺得他們可能抄的到一個形
[00:08:45,490 --> 00:08:48,150] 但是呢可能卻抄不到這個里邊那個魂
[00:08:48,150 --> 00:08:49,210] 好 那接下來呢
[00:08:49,210 --> 00:08:50,770] 我們再來看第三個理由
[00:08:50,770 --> 00:08:53,750] 那就是我們的目標客群不一樣
[00:08:53,750 --> 00:08:58,270] 其实传统行业的抄袭也是非常严重的
[00:08:58,270 --> 00:09:01,270] 比如说一个品牌它出了爆款的鞋子
[00:09:01,270 --> 00:09:04,470] 爆款的包或者是衣服 家具等等
[00:09:04,470 --> 00:09:08,110] 我们都可以看到盗版满天飞的这么一个情况
[00:09:08,110 --> 00:09:10,210] 就拿家具来举例子
[00:09:10,210 --> 00:09:13,370] 比如说我们知道有一些海外的设计师的高端品牌
[00:09:13,370 --> 00:09:15,730] 那么可能一个沙发就要卖到几十万
[00:09:15,730 --> 00:09:18,170] 可是他们到了我们国内以后
[00:09:18,170 --> 00:09:20,510] 经常大家可能听到这种广告是吧
[00:09:20,510 --> 00:09:22,410] 5万块钱全屋定制
[00:09:22,410 --> 00:09:24,290] 然后看起来呢
[00:09:24,290 --> 00:09:26,430] 就是我们从视频里从图片上看的时候
[00:09:26,430 --> 00:09:27,670] 会觉得那些家具
[00:09:27,670 --> 00:09:30,830] 跟我们想要的心心念念的那个海外的品牌
[00:09:30,830 --> 00:09:32,870] 做的是一模一样的
[00:09:32,870 --> 00:09:33,670] 然而呢
[00:09:33,670 --> 00:09:35,870] 那些真正的海外的大品牌
[00:09:35,870 --> 00:09:40,210] 它会因为这样的一件事情而感到无比的焦虑吗
[00:09:41,670 --> 00:09:44,330] 其实我觉得应该不太会
[00:09:44,360 --> 00:09:48,800] 虽然说我相信他们也非常的讨厌这样的一种行为
[00:09:48,800 --> 00:09:50,220] 但是呢从本质上
[00:09:50,220 --> 00:09:51,880] 我认为他们也明白
[00:09:51,880 --> 00:09:55,140] 其實呢 這些真正的盜版的商家
[00:09:55,140 --> 00:09:58,860] 對於他來說並不會形成非常大的衝擊力
[00:09:58,860 --> 00:10:01,560] 為什麼呢 我認為這裡面有個很大的因素
[00:10:01,560 --> 00:10:04,220] 就是因為品牌商和盜版商
[00:10:04,220 --> 00:10:07,460] 其實他的目標客群往往是不太一樣的
[00:10:07,900 --> 00:10:09,540] 大家可以想想看啊
[00:10:09,540 --> 00:10:12,780] 一個用5萬塊錢可以去配全屋家具的
[00:10:12,780 --> 00:10:13,940] 這麼一個客戶
[00:10:13,940 --> 00:10:17,160] 你讓他去買那個幾十萬一個的沙發
[00:10:17,160 --> 00:10:19,520] 你覺得他有沒有可能這麼幹
[00:10:19,520 --> 00:10:21,380] 其實我們大概率都是可以想得出來
[00:10:21,380 --> 00:10:23,160] 他是不会这么去做的
[00:10:23,160 --> 00:10:24,520] 或者说反过来讲
[00:10:24,520 --> 00:10:28,410] 他就愿意花几十万去买这样的一个沙发的人
[00:10:28,410 --> 00:10:31,930] 他又会不会去琢磨那个五万块钱
[00:10:31,930 --> 00:10:33,630] 全屋定制的一个方案呢
[00:10:33,630 --> 00:10:36,530] 就拿我现在的这个新房子来举例子啊
[00:10:36,530 --> 00:10:38,690] 因为我最近呢刚刚买了一套房子
[00:10:38,690 --> 00:10:42,290] 然后我的这个房子的前面的一任房主呢
[00:10:42,290 --> 00:10:43,670] 他在装修房子的时候
[00:10:43,670 --> 00:10:46,330] 用的所有的家具都是正版
[00:10:46,330 --> 00:10:47,870] 就是一个沙发一个床
[00:10:47,870 --> 00:10:50,170] 每一个单品都是要几十万往上
[00:10:50,170 --> 00:10:53,750] 當然一方面是因為他有這個財力
[00:10:53,750 --> 00:10:56,450] 但是另外一方面他為什麼會這麼做呢
[00:10:56,450 --> 00:10:58,450] 其實是因為他本質的工作
[00:10:58,450 --> 00:11:03,510] 就是一個跟創意高度掛鉤的這麼一個工作者
[00:11:03,510 --> 00:11:07,890] 所以他骨子裡頭就特別特別地尊重原創
[00:11:07,890 --> 00:11:10,490] 他很害怕他自己不尊重別人的原創
[00:11:10,490 --> 00:11:13,730] 那麼他自己的原創也不會被別人所尊重
[00:11:13,730 --> 00:11:17,230] 所以說他其實是一個對原創有非常大的執念的人
[00:11:17,230 --> 00:11:21,070] 那麼他這樣的一個人就非常不願意去買這樣的盜版
[00:11:21,070 --> 00:11:23,150] 我再給大家分享一個案例
[00:11:23,150 --> 00:11:26,750] 就是很多很多的情感博主他們也會在模仿我
[00:11:26,750 --> 00:11:30,730] 然後他們自己也是說自己要做高端用戶
[00:11:30,730 --> 00:11:33,790] 但是真正我們一比對就會發現
[00:11:33,790 --> 00:11:38,650] 其實我們的目標客群到落地的時候是真的非常不一樣的
[00:11:38,650 --> 00:11:42,490] 我之前有一個客戶他就是會糾結說買不買這個閨蜜聯盟
[00:11:42,490 --> 00:11:45,170] 然後他就跟我們的銷售提出了一個質疑
[00:11:45,170 --> 00:11:48,170] 他說你們這個閨蜜聯盟十幾萬啊
[00:11:48,170 --> 00:11:52,310] 但是另外一個情感博主他的私董會才三萬塊錢
[00:11:52,310 --> 00:11:55,230] 你們這個閨蜜聯盟到底有什麼不一樣呢
[00:11:55,230 --> 00:11:57,530] 那銷售在跟我聊起這個事情的時候
[00:11:57,530 --> 00:11:59,130] 我是怎麼跟他說的啊
[00:11:59,130 --> 00:12:00,490] 那我其實就會跟他說
[00:12:00,490 --> 00:12:02,050] 我說不妨呢
[00:12:02,050 --> 00:12:05,210] 你先去買一下那個三萬塊錢的私董會
[00:12:05,890 --> 00:12:06,850] 然後呢
[00:12:06,850 --> 00:12:08,110] 你買完了之後
[00:12:08,830 --> 00:12:11,170] 你再去考慮一下
[00:12:11,170 --> 00:12:14,010] 要不要買我的這個閨蜜聯盟
[00:12:14,010 --> 00:12:16,610] 那在我的心里呢我是非常有信心的
[00:12:16,610 --> 00:12:19,630] 我认为他如果买了那个三万的私等会
[00:12:19,630 --> 00:12:24,210] 他进入我的闺蜜联盟的概率反而会大大的增加
[00:12:24,210 --> 00:12:24,970] 为什么呢
[00:12:24,970 --> 00:12:28,050] 因为我这里的闺蜜联盟里有很多小姐姐
[00:12:28,050 --> 00:12:29,750] 就是走了这么一个路径
[00:12:29,750 --> 00:12:31,170] 他们就是当初觉得
[00:12:31,170 --> 00:12:33,310] 好像取取的这个闺蜜联盟有点贵
[00:12:33,310 --> 00:12:36,370] 要不然我换一个其他的类似的情感模组的
[00:12:36,370 --> 00:12:38,830] 这种私等会性质的东西去买一买
[00:12:38,830 --> 00:12:40,210] 结果买完了以后
[00:12:40,210 --> 00:12:43,550] 他们说这个能量跟磁场根本就不是我想要的
[00:12:43,550 --> 00:12:47,430] 然后就说我为什么要浪费这三万块钱在这个地方
[00:12:47,430 --> 00:12:50,090] 早知道我就应该直接去取取那个
[00:12:50,710 --> 00:12:55,750] 所以呢最后他们就会觉得说还是把钱一开始就花在我这个地方可能
[00:12:55,750 --> 00:12:57,590] 会更加的有性价比
[00:12:57,590 --> 00:13:01,710] 所以呀这个被抄袭啊被模仿啊我觉得大家不用太担心
[00:13:01,710 --> 00:13:04,630] 有的时候呢你们的目标客群他不太一样
[00:13:04,630 --> 00:13:08,910] 我认为这个不一样并不完全是在消费层级上面的
[00:13:08,910 --> 00:13:11,390] 可能真的不是说消费层级的问题
[00:13:11,390 --> 00:13:13,330] 我覺得最大最大的問題是什麼
[00:13:13,330 --> 00:13:16,330] 是一個底層的價值觀的問題
[00:13:16,330 --> 00:13:18,990] 所以我們服務好自己的客戶
[00:13:18,990 --> 00:13:20,830] 穩定好自己的價值觀
[00:13:20,830 --> 00:13:22,630] 這個是最重要的
[00:13:22,690 --> 00:13:24,530] 最後我們來看第四個理由
[00:13:24,530 --> 00:13:27,210] 那就是我們需要學會轉念
[00:13:27,210 --> 00:13:28,390] 大家可以想想看
[00:13:28,390 --> 00:13:31,830] 在一個全部都是抄襲的環境裏面
[00:13:31,830 --> 00:13:34,850] 有沒有覺得當所有人都在抄襲的時候
[00:13:34,850 --> 00:13:37,030] 那麼我創新的難度
[00:13:37,030 --> 00:13:39,270] 是不是就會變得很低呢
[00:13:39,270 --> 00:13:43,570] 也就是说我稍稍的把动作或者理念产品调整一下下
[00:13:43,570 --> 00:13:46,570] 有可能就能领跑于整个行业
[00:13:47,170 --> 00:13:51,990] 如果说在这个行业里大家每一个人都是拼了命的在创新
[00:13:51,990 --> 00:13:55,670] 用尽自己的智慧在这个市场里面充分角逐
[00:13:55,670 --> 00:13:57,810] 你这个时候说我要创新
[00:13:57,810 --> 00:14:00,470] 我要做出一个遥遥领先于市场的东西
[00:14:00,470 --> 00:14:02,510] 反而它是特别特别难的
[00:14:03,070 --> 00:14:07,690] 我们经常也会说就是高为打低为是比较容易赚钱的
[00:14:07,790 --> 00:14:11,730] 在一个大家都在彼此抄袭的市场里面
[00:14:11,730 --> 00:14:16,150] 我是相信只要你的想法比别人多先进那么一丢丢
[00:14:16,150 --> 00:14:18,510] 就能够对别人形成降维打击
[00:14:18,510 --> 00:14:19,890] 我举个例子
[00:14:19,890 --> 00:14:22,510] 那以前他们做情感行业的人
[00:14:22,510 --> 00:14:25,610] 原来都是互相模仿 互相抄袭的
[00:14:25,610 --> 00:14:29,130] 后来就会导致整个行业好像都是一种模式
[00:14:29,130 --> 00:14:30,610] 这个模式是什么呢
[00:14:30,610 --> 00:14:34,850] 那就是他们其实都是在倾向于做下沉市场
[00:14:34,850 --> 00:14:38,130] 然后呢 他们的定价体系都叫做低转高
[00:14:38,130 --> 00:14:39,110] 什么叫低转高
[00:14:39,110 --> 00:14:42,110] 就是先用一个非常非常低课单价的东西
[00:14:42,110 --> 00:14:43,470] 把你吸引进来以后
[00:14:43,470 --> 00:14:47,770] 然后再在后端通过销售对于你的油税啊
[00:14:47,770 --> 00:14:51,170] 来把你升到一个很高课单价的价格
[00:14:51,170 --> 00:14:51,990] 除此之外呢
[00:14:51,990 --> 00:14:56,430] 他们特别特别的喜欢把他们的重头的现金流来源
[00:14:56,430 --> 00:14:57,610] 放在哪个品上呢
[00:14:57,610 --> 00:15:00,570] 放在挽回这个品上面啊
[00:15:00,570 --> 00:15:04,610] 以及他们会给客户非常重的这种承诺
[00:15:04,700 --> 00:15:09,260] 這幾點幾乎就是在我在做這個行業之前的
[00:15:09,260 --> 00:15:13,320] 市面上的所有的情感機構在運行的一種模式
[00:15:13,320 --> 00:15:16,380] 但是我在看了他們這個模式之後
[00:15:16,380 --> 00:15:18,580] 我真的不認為這樣的做法
[00:15:18,580 --> 00:15:20,980] 能夠達到我理想中的效果
[00:15:20,980 --> 00:15:24,080] 所以我就要用我自己的方式方法來做
[00:15:24,080 --> 00:15:27,940] 第一個我不傾向於主動去做下沉市場
[00:15:27,940 --> 00:15:32,740] 第二個我也不做低課單價拉進來以後再轉高課單
[00:15:32,740 --> 00:15:36,220] 相反呢我卯定的都是高端的用户群體
[00:15:36,220 --> 00:15:41,680] 那麼我直接售賣的也是高課單價的產品和服務
[00:15:41,680 --> 00:15:48,940] 我輸出的內容也都是女性要如何自我發展向上攀爬的這樣一些話題
[00:15:48,940 --> 00:15:49,940] 那說實話
[00:15:49,940 --> 00:15:56,040] 這些動作的迭代在我看來並不是非常什麼牛的這種措施
[00:15:56,040 --> 00:16:00,180] 我只不過是做了一點小小的意識上的創新而已
[00:16:00,180 --> 00:16:04,340] 可是呢可能由於之前的這個市場真的是太草苔斑子了
[00:16:04,340 --> 00:16:06,640] 所以只要我做了一點點微小的調整
[00:16:06,640 --> 00:16:10,800] 我就能直接吸引到一大批的高端用戶來為我付費
[00:16:10,800 --> 00:16:16,120] 而不用和其他的所謂的同行一起去卷這個下沉市場
[00:16:16,120 --> 00:16:17,680] 好我再來給大家打個比方
[00:16:17,680 --> 00:16:21,600] 那像我這樣呢做ip做的相對比較成功的人呢
[00:16:21,600 --> 00:16:25,260] 如果再往下想要去拓展業務和擴大影響力
[00:16:25,260 --> 00:16:28,940] 要麼呢很多人他們會去選擇說做ip復化
[00:16:28,940 --> 00:16:31,700] 要么就是大家经常会看见的一种形式
[00:16:31,700 --> 00:16:32,760] 我们也在做的
[00:16:32,760 --> 00:16:35,740] 就是举正分发自己的这个直播切片
[00:16:35,740 --> 00:16:37,840] 那其实这个都是这个市场上
[00:16:37,840 --> 00:16:40,900] 目前为止大家都在玩的一种做法
[00:16:40,900 --> 00:16:42,080] 但是呢
[00:16:42,080 --> 00:16:42,720] 首先第一个
[00:16:42,720 --> 00:16:43,520] 大家可以看到
[00:16:43,520 --> 00:16:48,260] 其实我没有去孵化其他的相关的IP
[00:16:48,260 --> 00:16:49,300] 第二个呢
[00:16:49,300 --> 00:16:52,620] 我也没有永远的只是在做直播切片
[00:16:52,620 --> 00:16:55,060] 而是我们现在做的什么东西
[00:16:55,060 --> 00:16:56,980] 有一个东西叫做小取许
[00:16:56,980 --> 00:16:58,620] 大家可能有些人会刷到过
[00:16:58,620 --> 00:17:01,660] 取取分取或者叫做取取实习生
[00:17:01,660 --> 00:17:03,880] 大家现在市面上应该可以看到
[00:17:03,880 --> 00:17:07,480] 有很多很多的小伙伴他们自己在真人的出镜
[00:17:07,480 --> 00:17:11,100] 来输出我的整个价值观体系下面的内容
[00:17:11,100 --> 00:17:13,120] 那么他们是相对独立
[00:17:13,120 --> 00:17:18,180] 但是又隶属于取取这个品牌体系下的小主播
[00:17:18,180 --> 00:17:21,720] 有点相当于是影子主播的这么一个概念
[00:17:21,720 --> 00:17:25,700] 那相较于IP孵化的业务和矩阵切片
[00:17:25,700 --> 00:17:27,760] 我做小取取这个项目
[00:17:27,760 --> 00:17:29,920] 反而是比較輕鬆
[00:17:29,920 --> 00:17:33,720] 但是又更容易撬動大結果的
[00:17:33,720 --> 00:17:34,520] 首先啊
[00:17:34,520 --> 00:17:36,760] 大家可以看舉正分發直播切片
[00:17:36,760 --> 00:17:38,520] 它容易出現一個什麼問題
[00:17:38,520 --> 00:17:39,900] 那它的問題就是
[00:17:39,900 --> 00:17:42,820] 非常非常容易產生同質化的內容
[00:17:42,820 --> 00:17:44,200] 而同質化的內容
[00:17:44,200 --> 00:17:46,240] 在各大自媒體平台
[00:17:46,240 --> 00:17:50,800] 都是會受到查重這個體系的影響的
[00:17:50,800 --> 00:17:51,940] 如果被查重了之後
[00:17:51,940 --> 00:17:52,840] 你的這個切片
[00:17:52,840 --> 00:17:55,080] 它的流量就會非常非常的低
[00:17:55,080 --> 00:17:59,960] 所以我如果想讓更多更多的人被觸達我們的這種價值觀
[00:17:59,960 --> 00:18:02,620] 那麼我首先要避免被查重
[00:18:03,100 --> 00:18:05,680] 那麼除了分攤風險以外
[00:18:05,680 --> 00:18:07,720] 光做矩陣肯定是不夠的
[00:18:08,180 --> 00:18:12,460] 而我做小區區這個模式就非常好的規避了這個問題
[00:18:12,460 --> 00:18:15,880] 首先他們講的都是我體系下面的內容
