[00:00:00,020 --> 00:00:01,780] 大家好,我是曲曲
[00:00:01,780 --> 00:00:05,660] 欢迎来到我们金贵的关系2.0的课程
[00:04:15,100 --> 00:04:17,540] 情感也好呀 男人也好呀
[00:04:17,540 --> 00:04:21,660] 我认为这都只是供给给自己的一个发展元素
[00:04:21,660 --> 00:04:22,440] 仅此而已
[00:04:22,440 --> 00:04:25,380] 所以很多的宝宝看了我的直播之后
[00:04:25,380 --> 00:04:27,920] 对我的了解也是慢慢地加深了
[00:04:27,920 --> 00:04:29,840] 他们就会意识到说
[00:04:29,840 --> 00:04:33,960] 我们并不是单纯地讲情感或者是家庭经营的
[00:04:33,960 --> 00:04:38,260] 而是反复地在强调女性要自我强大
[00:04:38,260 --> 00:04:41,140] 所以很多不走辞境的宝子
[00:04:41,140 --> 00:04:43,380] 慢慢地也会开始向我咨询
[00:04:43,380 --> 00:04:46,400] 还有前两年在走辞进的这些宝宝们
[00:04:46,400 --> 00:04:49,380] 也通过金贵一拿到了比较好的结果
[00:04:49,380 --> 00:04:51,740] 在辞进这个维度上他们已经觉得
[00:04:51,740 --> 00:04:53,920] 这个已经没有太大意思了
[00:04:53,920 --> 00:04:58,480] 所以相信我可以给他们去规划后面更好的一些事业发展路径
[00:04:59,540 --> 00:05:02,380] 那么基于刚刚我给大家讲的这两个大的原因
[00:05:02,380 --> 00:05:06,280] 我们这一门金贵二的课程就这样产生了
[00:05:06,280 --> 00:05:08,800] 好那接下来我来给大家简单的说一下
[00:05:08,800 --> 00:05:12,820] 我们的金贵一和金贵二它具体的差异到底在什么地方
[00:05:12,820 --> 00:05:15,000] 了解到了里面的不同呢
[00:05:15,000 --> 00:05:18,400] 大家才会有一个正确的学习心态和预期
[00:05:18,400 --> 00:05:21,980] 才会更好的搞到钱 拿到大结果
[00:05:21,980 --> 00:05:24,240] 第一个不同啊 就是金贵一呢
[00:05:24,240 --> 00:05:28,160] 我们侧重讲的是情感关系和人际关系
[00:05:28,160 --> 00:05:32,940] 而金贵二 我们侧重讲的是你与钱之间的关系
[00:05:33,380 --> 00:05:37,400] 讲的是你怎么通过商业思维赚到钱
[00:05:37,400 --> 00:05:40,320] 怎么花最小的钱办到最大的事
[00:05:40,320 --> 00:05:44,340] 怎么能够守住已经到手的财富等等
[00:05:44,340 --> 00:05:48,100] 就是让你在情感和人际关系的基础之上
[00:05:48,100 --> 00:05:51,520] 同时也完成跟商业社会的连接
[00:05:52,180 --> 00:05:54,660] 当然讲到这里就会有宝宝问了
[00:05:54,660 --> 00:05:56,660] 那我是一个职场女性
[00:05:56,660 --> 00:05:58,340] 我是在公司上班的
[00:05:58,340 --> 00:06:00,740] 我不创业也不是做生意的
[00:06:00,740 --> 00:06:02,760] 那我适合学习这门课吗
[00:06:02,760 --> 00:06:05,360] 我能在这门课程当中学到什么呢
[00:06:05,360 --> 00:06:07,180] 其实大家可以想一想
[00:06:07,180 --> 00:06:08,760] 在老板眼里
[00:06:08,760 --> 00:06:11,660] 什么样的员工才是一个好员工
[00:06:11,660 --> 00:06:16,160] 那一定是这个员工他把自己当成了一个创业者
[00:06:16,160 --> 00:06:17,000] 为什么呢
[00:06:17,000 --> 00:06:21,100] 因为只有当你自己把自己当创业者当老板的时候
[00:06:21,100 --> 00:06:24,480] 你才能真的理解到老板想要什么
[00:06:24,480 --> 00:06:26,780] 而当你能够做到这一步的时候
[00:06:26,780 --> 00:06:30,980] 你自然而然能够给这个公司创造更大的价值
[00:06:30,980 --> 00:06:33,980] 你的职场之路当然也会更加顺利
[00:06:33,980 --> 00:06:34,900] 而且啊
[00:06:34,900 --> 00:06:37,500] 就是你在职场里处理人际关系
[00:06:37,500 --> 00:06:39,120] 处理项目的时候呢
[00:06:39,120 --> 00:06:41,420] 也会一直的以目标为导向
[00:06:41,420 --> 00:06:42,880] 以盈利为导向
[00:06:42,880 --> 00:06:45,660] 以公司的最大结果为导向
[00:06:45,660 --> 00:06:47,240] 那么其实这个时候呢
[00:06:47,240 --> 00:06:49,640] 你们就已经具备了一个创业者
[00:06:49,640 --> 00:06:51,780] 应该有的素质了
[00:06:51,780 --> 00:06:54,280] 说白了就是你的主人公精神
[00:06:54,280 --> 00:06:56,340] 和老板思维也到位了
[00:06:56,340 --> 00:06:59,740] 那么老板更加赏识你提拔你同时
[00:06:59,740 --> 00:07:04,060] 是不是也有助于你们未来去做自己的创业项目呢
[00:07:04,060 --> 00:07:10,760] 所以这本课无论是职场、商业、创业、副业等等的这样一些场景
[00:07:10,760 --> 00:07:14,420] 我相信它都是能够来给大家进行复能的
[00:07:15,120 --> 00:07:17,380] 好,那第二个不同就是
[00:07:17,380 --> 00:07:21,180] 精硅一的效果是力干见影的
[00:07:21,180 --> 00:07:25,060] 但是我们的精硅二说实话是需要大家学习之后
[00:07:25,060 --> 00:07:28,260] 来进行一个更长期的自我沉淀的
[00:07:28,260 --> 00:07:30,340] 很多的宝宝学习了精硅一以后
[00:07:30,340 --> 00:07:32,000] 可能一个段话术
[00:07:32,000 --> 00:07:34,760] 在一个场景里头直接一用
[00:07:34,760 --> 00:07:37,460] 它立刻就能够上手
[00:07:37,460 --> 00:07:41,180] 或者说它只需要改变它日常的一个交流
[00:07:41,180 --> 00:07:43,380] 或者为人处事的一个小小的习惯
[00:07:43,380 --> 00:07:45,920] 就能够瞬间拿到一个不错的反馈
[00:07:46,500 --> 00:07:48,380] 但是咱们金贵二不一样
[00:07:48,380 --> 00:07:52,580] 因为金贵二更多的是着重于在事业板块
[00:07:52,580 --> 00:07:57,180] 它比一对一的人际关系还要更加的复杂
[00:07:57,180 --> 00:08:00,420] 而且它也会涉及到你的公司经营
[00:08:00,420 --> 00:08:01,620] 管理的原则
[00:08:01,620 --> 00:08:04,960] 还有商业模型等等这样一些问题
[00:08:04,960 --> 00:08:06,800] 牵扯的非常的多
[00:08:06,800 --> 00:08:09,060] 难度自然也会高上好几倍
[00:08:09,580 --> 00:08:12,400] 所以它没有办法像金贵一一样
[00:08:12,400 --> 00:08:14,940] 给到大家力干见影的效果
[00:08:14,940 --> 00:08:18,720] 大家还是需要有一个长期主义的精神
[00:08:18,720 --> 00:08:19,700] 不能够急
[00:08:19,700 --> 00:08:23,000] 我希望你们可以沉下心来学习这门课
[00:08:23,000 --> 00:08:25,000] 跟着这门课里的节奏
[00:08:25,000 --> 00:08:27,420] 把自己的零到一给它打通
[00:08:27,420 --> 00:08:29,500] 那么大家在学习这门课的时候
[00:08:29,500 --> 00:08:34,440] 一定要边做边学边做边验证
[00:08:34,440 --> 00:08:37,160] 就好像我在美国上MBA的时候
[00:08:37,160 --> 00:08:40,180] 那些没有做过任何业务的人
[00:08:40,180 --> 00:08:41,940] 去上这个MBA的课程
[00:08:41,940 --> 00:08:45,380] 虽然说他们可能也能取得比较不错的成绩
[00:08:45,380 --> 00:08:47,680] 可是真的到了时操的时候
[00:08:47,680 --> 00:08:49,700] 他还是会遇到很多的问题
[00:08:49,700 --> 00:08:51,560] 但是像我这样
[00:08:51,560 --> 00:08:55,360] 曾经就已经是做过很多次的创业项目的
[00:08:55,360 --> 00:08:57,160] 我再去学的这个MBA
[00:08:57,160 --> 00:09:00,600] 我就相当于是把我学的内容
[00:09:00,600 --> 00:09:04,680] 再带入到以前所做的这些事里头
[00:09:04,680 --> 00:09:06,820] 然后反复的可以去看
[00:09:06,820 --> 00:09:09,780] 我当初有没有什么地方是做得不够好的
[00:09:09,780 --> 00:09:11,300] 或者如果
[00:09:11,300 --> 00:09:14,320] 时至今日我有没有一个更好的处理方案
[00:09:14,320 --> 00:09:15,380] 那么同样的
[00:09:15,380 --> 00:09:19,760] 大家也需要边做事来边学习我们的金贵儿
[00:09:19,760 --> 00:09:22,780] 然后不断地用我们这套体系
[00:09:22,780 --> 00:09:25,500] 去套到你所做的事情里边
[00:09:25,790 --> 00:09:32,830] 这样大家的学习和出结果的效率才会事半功倍
[00:09:32,830 --> 00:09:36,110] 好,那么讲完金贵一和金贵二的区别
[00:09:36,110 --> 00:09:40,930] 我们来介绍一下这门课的课程体系和框架
[00:09:41,250 --> 00:09:44,550] 首先我们这门课会分为三个模块
[00:09:44,550 --> 00:09:49,950] 分别是搞大钱、花小钱和守好钱
[00:09:49,950 --> 00:09:53,230] 在搞大钱这个模块我们会集中地讲到
[00:09:53,230 --> 00:09:56,750] 搭建商业版图和四个核心要素
[00:09:56,750 --> 00:09:59,290] 分别是战略判断
[00:09:59,290 --> 00:10:00,770] 产品体系
[00:10:00,770 --> 00:10:02,010] 品牌营销
[00:10:02,010 --> 00:10:04,190] 以及核心壁垒
[00:10:04,190 --> 00:10:05,790] 当然除此之外
[00:10:05,790 --> 00:10:08,090] 我们作为女性创业者
[00:10:08,090 --> 00:10:13,070] 在创业过程中往往还会产生一些比较特殊的
[00:10:13,070 --> 00:10:13,710] 焦虑
[00:10:13,710 --> 00:10:14,770] 迷茫
[00:10:14,860 --> 00:10:16,480] 还有自我怀疑的
[00:10:16,480 --> 00:10:18,360] 这样等等一些负面情绪
[00:10:18,360 --> 00:10:20,380] 那么强化心力
[00:10:20,380 --> 00:10:22,120] 提升能量
[00:10:22,120 --> 00:10:23,840] 疏导情绪
[00:10:23,840 --> 00:10:29,700] 那么这个也是我特意加入到这个创业心态的这样一个模块
[00:10:29,700 --> 00:10:33,280] 有助于大家更有动力的踏上你们的创业之旅
[00:10:33,280 --> 00:10:37,240] 紧接着呢我们就会来讲如何花小钱
[00:10:37,240 --> 00:10:39,920] 很多的宝宝提到商业提到雄劲
[00:10:39,920 --> 00:10:42,280] 他们只会想到说如何搞钱
[00:10:42,280 --> 00:10:46,160] 实际上如何花钱也是一个必要的功课
[00:10:46,160 --> 00:10:49,460] 如果你不会把钱花在道任上
[00:10:49,460 --> 00:10:52,800] 或者说你只会做一些消费性的支出
[00:10:52,800 --> 00:10:55,000] 而没有任何的投资思维
[00:10:55,000 --> 00:10:57,260] 那哪怕你赚了再多的钱
[00:10:57,260 --> 00:11:00,920] 很有可能都会被你不知不觉地浪费掉
[00:11:00,920 --> 00:11:05,660] 所以学会花钱不仅仅是雄进的一门必修课
[00:11:05,660 --> 00:11:09,280] 同时也是提升财富的必经之路
[00:11:09,280 --> 00:11:13,120] 最后我们还会讲解如何守好钱
[00:11:13,120 --> 00:11:17,560] 其实守财真的有的时候比挣钱还要难
[00:11:17,560 --> 00:11:20,820] 很多人他挣到钱只是一个积遇一个封口
[00:11:20,820 --> 00:11:22,600] 可能一下子他就起来了
[00:11:22,600 --> 00:11:26,900] 但是他的心智心力心性的修炼
[00:11:26,900 --> 00:11:29,560] 圈子以及期税管理等等
[00:11:29,560 --> 00:11:33,120] 都还跟自己的财富量级其实是不匹配的
[00:11:33,700 --> 00:11:37,280] 这个时候有一些老板他就会开始忍不住挥霍
[00:11:37,280 --> 00:11:39,160] 还有无节制地去消费
[00:11:40,780 --> 00:11:42,920] 我见过很多的小老板
[00:11:42,920 --> 00:11:48,060] 他们花钱都能花出那种身家过意的大哥的那种感觉
[00:11:48,060 --> 00:11:51,940] 其实本质上来讲呢 我觉得他们是被欲望牵着走的
[00:11:51,940 --> 00:11:53,960] 所以他就会觉得很累
[00:11:53,960 --> 00:11:56,740] 他越累就会越想要去释放压力
[00:11:56,740 --> 00:12:00,320] 然后在释放压力的过程当中就会越容易乱花钱
[00:12:00,320 --> 00:12:04,380] 被欲望支配了 最后就会形成一个恶性循环
[00:12:04,380 --> 00:12:07,620] 所以我们一定要学会守财
[00:12:07,620 --> 00:12:09,780] 学会管理自己的欲望
[00:12:09,780 --> 00:12:13,620] 做金钱的主人 而不是做金钱的奴隶
[00:12:13,620 --> 00:12:17,620] 那么这个就是金贵二的框架和基本介绍了
[00:12:17,620 --> 00:12:20,840] 最后啊在我们开始进行雄竞之前
[00:12:20,840 --> 00:12:24,200] 我们要先为各位宝宝精神松绑
[00:12:24,200 --> 00:12:29,360] 帮你把来自男性来自家庭来自社会的精神枷锁
[00:12:29,360 --> 00:12:31,680] 和PUA都统统的打破
[00:12:31,680 --> 00:12:35,120] 也就是我们这篇发刊词的标题
[00:12:35,120 --> 00:12:37,420] 破除社会规讯
[00:12:37,420 --> 00:12:40,500] 所以呢接下来我会列举几个最常见的
[00:12:40,500 --> 00:12:42,740] 针对女性的精神枷锁
[00:12:42,740 --> 00:12:45,360] 我们一一的来帮助大家破除掉
[00:12:45,360 --> 00:12:48,440] 好 首先呢 来看我们的第一个困局啊
[00:12:48,440 --> 00:12:49,320] 那就是
[00:12:49,320 --> 00:12:55,100] 事业女性在择偶市场里被嫌弃应该怎么办
[00:12:55,100 --> 00:12:58,400] 这其实是一个非常非常常见的场景
[00:12:58,400 --> 00:13:03,360] 很多的男性呢 他们都特别的讨厌女生出去应酬
[00:13:03,360 --> 00:13:06,760] 所以应酬多的职业在择偶市场里边
[00:13:06,760 --> 00:13:10,200] 往往就会被放到鄙视链的底层
[00:13:10,200 --> 00:13:12,240] 比如说销售
[00:13:12,500 --> 00:13:15,880] 很多男的他在找对象的时候都不愿意找销售
[00:13:15,880 --> 00:13:18,720] 因为他会认为你接触的人太多了
[00:13:18,720 --> 00:13:20,840] 不可控的因素就变多了
[00:13:20,840 --> 00:13:23,880] 他觉得你的触角长出来了
[00:13:23,880 --> 00:13:27,720] 你这个人可能就没有那么简单了
[00:13:27,720 --> 00:13:30,020] 那这种情况应该怎么面对呢
[00:13:30,020 --> 00:13:31,340] 其实很简单
[00:13:31,340 --> 00:13:35,080] 就是你要相信面对面的力量
[00:13:35,270 --> 00:13:36,630] 什么意思呢
[00:13:36,630 --> 00:13:39,630] 就是无论外界怎么看待你
[00:13:39,630 --> 00:13:45,470] 但是男人他一定是倾向于相信自己眼前看到的你
[00:13:45,470 --> 00:13:46,990] 当他对你上头的时候
[00:13:46,990 --> 00:13:51,210] 他就只会觉得他看到的你才是真实的你
[00:13:51,300 --> 00:13:55,080] 他会自动的去推翻他以前的一些偏见
[00:13:55,080 --> 00:13:56,860] 还有外界的评价
[00:13:57,150 --> 00:13:57,670] 所以呢
[00:13:57,670 --> 00:14:01,570] 我们一定要会锻炼自己的两面性
[00:14:01,570 --> 00:14:03,970] 你在做销售做业绩的时候
[00:14:03,970 --> 00:14:07,210] 可以想怎么放开就怎么放开是吧
[00:14:07,210 --> 00:14:12,190] 但是你在跟对方进行这种恋人之间
[00:14:12,190 --> 00:14:14,770] 或者说想要引发辞尽的这种相处的时候
[00:14:14,770 --> 00:14:18,430] 你依然要让他觉得你是一个非常真诚的人
[00:14:18,430 --> 00:14:19,710] 实在人
[00:14:19,710 --> 00:14:20,690] 久而久之呢
[00:14:20,690 --> 00:14:25,950] 他就会倾向于相信你只是一个很真诚的人而已
[00:14:25,950 --> 00:14:27,530] 我举个例子啊
[00:14:27,530 --> 00:14:29,590] 就是直到今天为止
[00:14:29,590 --> 00:14:34,010] 依然有男性会认为我是一个恋爱脑
[00:14:35,620 --> 00:14:38,620] 经常会有男生就是亲口跟我这么讲
[00:14:38,870 --> 00:14:42,830] 他们认为我是一个医者不自一的人
[00:14:43,570 --> 00:14:45,170] 就是因为我在他面前呢
[00:14:45,170 --> 00:14:48,130] 永远都会展现出一种非常黏人啊
[00:14:48,130 --> 00:14:50,750] 或者是非常享受爱情的这样一个姿态
[00:14:51,300 --> 00:14:53,920] 所以呢反过来啊也是一样的
[00:14:53,920 --> 00:14:55,140] 你们可以想想看
[00:14:55,140 --> 00:14:57,780] 一个大佬在你的这个热恋期
[00:14:57,780 --> 00:15:00,520] 表现的自己非常非常恋爱脑的时候
[00:15:00,520 --> 00:15:03,520] 其实往往啊你有那么一瞬间你会忘记
[00:15:03,520 --> 00:15:08,120] 这个大佬他其实是一个成功的精明的企业家
[00:15:09,600 --> 00:15:13,980] 所以其实人他都是可以具备很大的迷惑性的
[00:15:14,320 --> 00:15:18,840] 人们往往都会倾向于只相信自己眼前所看到的事情
[00:15:18,840 --> 00:15:21,020] 所以大家不要慌张
[00:15:21,020 --> 00:15:25,640] 不要总觉得说如果我去做销售了
[00:15:25,640 --> 00:15:27,600] 或者我去做这样一些
[00:15:27,600 --> 00:15:30,980] 让大家觉得好像很抛头露面的职业了
[00:15:30,980 --> 00:15:32,600] 男人会怎么想我
[00:15:32,600 --> 00:15:36,120] 我在外面这个样子,男人会不会嫌弃我呀?
[00:15:36,140 --> 00:15:38,260] 会不会影响到我的择偶啊?
[00:15:38,400 --> 00:15:40,600] 是吧?那首先呢,在这个维度上
[00:15:40,600 --> 00:15:43,900] 我希望大家不要害怕,勇往直前
[00:15:43,900 --> 00:15:47,460] 勇敢地去展现你的两个面型
[00:15:47,460 --> 00:15:50,840] 他怎么看待你,其实是由你自己决定的
[00:15:51,380 --> 00:15:54,220] 好,那么第二个常见的枷锁呢
[00:15:54,220 --> 00:15:57,820] 就是想搞事业,但是又害怕错过
[00:15:57,820 --> 00:15:59,880] 试婚年龄怎么办?
[00:16:00,340 --> 00:16:02,080] 其实我们这门课说起来啊
[00:16:02,080 --> 00:16:04,920] 它是讲一个完全是纯粹的一个雄静的课程
[00:16:04,920 --> 00:16:09,360] 可是大家可以看到我们在书里这些枷锁的时候会发现
[00:16:09,360 --> 00:16:13,420] 其实很多很传统的这种女性心目当中这些小九九
[00:16:13,420 --> 00:16:20,260] 其实多多少少呢都还是跟婚恋啊恋爱啊慈敬啊有一点点的关系的
[00:16:20,260 --> 00:16:22,480] 那如果说针对这部分女性来说
[00:16:22,480 --> 00:16:26,020] 如果大家连这个维度都不知道怎么去面对的时候
[00:16:26,020 --> 00:16:28,980] 我觉得你们没有办法很好地
[00:16:28,980 --> 00:16:31,100] 就是all in到自己的事业当中去
[00:16:31,100 --> 00:16:34,060] 所以我们要先从这些小的
[00:16:34,060 --> 00:16:36,640] 看起来很慈敬的这样一些枷锁的维度
[00:16:36,640 --> 00:16:38,920] 去给大家一一的破除掉这些禁锢
[00:16:38,920 --> 00:16:40,720] 那关于这第二个枷锁
[00:16:41,480 --> 00:16:42,800] 很多事业型的女性
[00:16:42,800 --> 00:16:45,440] 她其实都会害怕错过自己的失婚年龄
[00:16:45,440 --> 00:16:46,580] 因为这个社会
[00:16:46,580 --> 00:16:48,220] 它会不断地告诉你说
[00:16:48,220 --> 00:16:50,860] 不结婚的女人是不完整的
[00:16:50,860 --> 00:16:52,600] 女人如果不早点结婚的话
[00:16:52,600 --> 00:16:55,380] 就会被称之为大龄圣女
[00:16:55,380 --> 00:16:57,900] 过了三十再结婚就晚了等等
[00:16:57,900 --> 00:17:04,140] 所以很多女生她會因為這樣的言論而產生很強烈的結婚焦慮
[00:17:04,520 --> 00:17:11,980] 特別是25歲和30歲這兩個年齡段的女生會很急著想要去結婚
[00:17:13,880 --> 00:17:17,960] 那麼面對這樣的情況呢我跟大家分享兩個觀點啊
[00:17:17,960 --> 00:17:20,760] 第一個呢就是結婚不是目標
[00:17:20,760 --> 00:17:24,060] 終身的成長和幸福才是目標
[00:17:24,060 --> 00:17:27,640] 很多人其實自己都還沒有搞明白她為什麼要結婚
[00:17:27,640 --> 00:17:33,680] 他们的潜意识里其实是为了满足别人所谓的完整而结婚的
[00:17:33,680 --> 00:17:36,400] 他们会以为结婚是人生的终点
[00:17:36,400 --> 00:17:42,620] 于是呢 拿了很多很多可以向上生长的时间去寻找男人
[00:17:42,620 --> 00:17:43,940] 依赖男人
[00:17:43,940 --> 00:17:48,240] 或者说呢 为了一个所谓的也许能结婚的男人啊
[00:17:48,240 --> 00:17:50,480] 做出了很大的牺牲
[00:17:50,480 --> 00:17:52,280] 放弃自己的学业
[00:17:52,280 --> 00:17:54,400] 更改升学的志愿
[00:17:54,400 --> 00:17:56,400] 或者说要跟着这个男的去
[00:17:56,400 --> 00:17:58,860] 这个男生的城市哪怕那个城市
[00:17:58,860 --> 00:18:01,780] 并没有他很想要发展的这样一个事业板块
[00:18:02,400 --> 00:18:04,680] 那在做这些事情的过程当中呢
[00:18:04,680 --> 00:18:07,920] 其实你就浪费了大量的时间跟精力
[00:18:09,300 --> 00:18:11,100] 其实就好像我当年啊
[00:18:11,100 --> 00:18:14,480] 也跟我的前任富二代男朋友谈了很多年
[00:18:14,480 --> 00:18:17,620] 那我认为我们彼此之间也是很相爱的
[00:18:17,620 --> 00:18:21,400] 所以呢我会愿意为了他去舍弃一些东西
[00:18:21,400 --> 00:18:24,980] 比如说更加的去忍受他的一些脾气啊
[00:18:24,980 --> 00:18:28,200] 或者说去掩藏自己的一些物欲啊
[00:18:28,200 --> 00:18:30,680] 不敢跟他开口去引导付出啊
[00:18:30,680 --> 00:18:34,140] 还有以及拒绝了非常非常多来自
[00:18:34,140 --> 00:18:36,640] 各种大佬的橄榄枝啊
[00:18:36,640 --> 00:18:39,360] 但是到了最后我会发现其实时间耗尽去了
[00:18:39,360 --> 00:18:40,480] 精力耗尽去了
[00:18:40,480 --> 00:18:43,640] 我们两个人并没有走到婚姻的结果
